samplingLocation,GEOID,n,positive,fitted.values.mean,fitted.values.sd,fitted.values.0.025quant,fitted.values.0.5quant,fitted.values.0.975quant,fitted.values.mode
hospital,53033032704,3,3,3.817532328,1.461972391,1.726293872,3.565021203,7.363884832,3.109165011
hospital,53033032005,3,3,4.071924766,1.349676369,2.052574887,3.865117869,7.279667607,3.482597118
hospital,53033032008,3,3,4.185638359,1.448269277,2.046062071,3.955526684,7.648538262,3.532686803
hospital,53033032316,7,7,5.899754964,1.685936639,3.275409901,5.672666099,9.826132403,5.244537555
hospital,53033032326,4,4,4.515468124,1.346172236,2.442256434,4.327247858,7.668477926,3.97413678
hospital,53033001702,21,21,22.71071115,4.301155218,15.44422454,22.3140338,32.24330347,21.54161995
hospital,53033003900,29,29,28.57834185,4.921516682,20.1443721,28.16374773,39.37968181,27.352844
hospital,53033006700,22,22,25.47627111,4.5404182,17.73400919,25.08104031,35.47568238,24.30907477
hospital,53033007800,49,49,46.07535329,6.38825677,34.82267191,45.638753,59.81936627,44.77831867
hospital,53033009800,16,16,17.79033206,3.791724761,11.51072484,17.39950337,26.30428921,16.64351468
hospital,53033010701,21,21,21.57037827,4.173763583,14.54323223,21.17755211,30.84189806,20.4135533
hospital,53033010002,28,28,30.38979513,5.231189668,21.42458487,29.94929747,41.87028244,29.08771397
hospital,53033024901,4,4,4.793392621,1.483062185,2.531545791,4.579208169,8.284659396,4.179198528
hospital,53033029408,2,2,3.695513934,1.261553832,1.824235413,3.497327301,6.706241078,3.132333988
hospital,53033011402,20,20,19.03310709,3.766543552,12.71485942,18.67100001,27.42049188,17.96763033
hospital,53033004400,17,17,20.36953765,3.878277505,13.82297235,20.01005834,28.96976643,19.31028411
hospital,53033023803,6,6,5.744313996,1.823758119,2.982322912,5.4749786,10.05291121,4.973786658
hospital,53033029303,3,3,4.251213288,1.269313534,2.297134441,4.073503389,7.224815374,3.74016885
hospital,53033002700,28,28,31.66951333,5.115406106,22.82570539,31.26427158,42.82670969,30.46960985
hospital,53033003800,21,21,22.06058861,4.229374048,14.92922987,21.66599194,31.44631871,20.89815358
hospital,53033021803,5,5,6.100898956,1.91144892,3.195576437,5.821827135,10.60840361,5.301550554
hospital,53033022604,3,3,3.910269182,1.267794894,2.001452748,3.719633946,6.914143235,3.365933087
hospital,53033031501,7,7,6.14594406,1.911568746,3.234696138,5.868611725,10.64920867,5.351049211
hospital,53033008900,58,58,57.06924961,7.150246969,44.33769063,56.62649859,72.32679717,55.75153866
hospital,53033023804,4,4,4.826510688,1.484606755,2.558767184,4.613189044,8.318613749,4.214464436
hospital,53033007100,13,13,18.0360658,3.811508372,11.71408108,17.64631349,26.58611215,16.89201203
daycare,53033000200,7,7,4.19684796,1.250530783,2.270672503,4.022080182,7.125638736,3.694186845
daycare,53033000900,2,2,4.211643837,1.380305776,2.139767529,4.002169326,7.487011371,3.614101042
daycare,53033002000,23,23,16.45431984,3.424540358,10.75885609,16.10911097,24.12299952,15.44044834
daycare,53033005000,41,41,32.18314863,5.216390035,23.16890424,31.76852957,43.56434264,30.95559275
daycare,53033005801,57,57,48.90152076,6.604228052,37.23445917,48.46154852,63.07902178,47.59384875
daycare,53033006800,34,34,27.41125784,4.751142681,19.27677219,27.00853425,37.84539573,26.22105309
daycare,53033007900,9,9,9.083393144,2.282820426,5.42327501,8.809430574,14.31196476,8.286222637
daycare,53033009000,13,13,10.79729213,2.529622071,6.682185447,10.51261833,16.54109217,9.965793672
daycare,53033009100,28,28,21.21483449,4.012231746,14.43496549,20.84529411,30.10576734,20.12566537
daycare,53033010702,0,0,2.207707899,0.794393787,1.048185833,2.077306655,4.117701742,1.839243057
daycare,53033012100,15,15,7.605325511,2.192099218,4.200341621,7.307802172,12.71637688,6.747443754
daycare,53033022003,1,1,2.723506022,0.893548764,1.382675704,2.587777236,4.844151287,2.336366616
daycare,53033023201,1,1,1.287926852,0.458735765,0.616207616,1.213256835,2.389293495,1.076706702
daycare,53033025200,0,0,0.825857993,0.323264355,0.366864036,0.769035742,1.612454255,0.666888825
daycare,53033026500,0,0,1.262136409,0.449254549,0.604166108,1.189049517,2.340639531,1.055379885
daycare,53033027100,1,1,1.088970921,0.430453388,0.479840243,1.012714038,2.137850819,0.875890308
daycare,53033027900,0,0,0.947333567,0.361621544,0.429502163,0.88503728,1.824126537,0.772503751
daycare,53033028200,0,0,0.871634523,0.330980487,0.396850055,0.814858503,1.673534499,0.712192309
daycare,53033029502,1,1,0.89624657,0.322113331,0.425905468,0.843422666,1.670587259,0.746967178
daycare,53033030006,0,0,1.019449645,0.390336276,0.461067924,0.952041388,1.9662748,0.830345308
daycare,53033031705,0,0,0.711178099,0.290249632,0.305036525,0.658445187,1.421643949,0.564437674
daycare,53033032212,0,0,0.744499103,0.332101196,0.294965466,0.679911177,1.567636788,0.567090778
daycare,53033032324,0,0,0.951542325,0.455253309,0.352475044,0.858344806,2.090811279,0.698477055
daycare,53033000100,9,9,6.050994084,1.706646499,3.385878809,5.823773283,10.01867785,5.394744186
daycare,53033000700,1,1,3.617432172,1.09652607,1.93598373,3.461870748,6.191531984,3.170590668
daycare,53033001300,1,1,3.333793032,1.027950372,1.764612271,3.18577558,5.752550965,2.909206769
daycare,53033002100,18,18,13.62631117,2.973674973,8.722625946,13.31296892,20.32167136,12.70791721
daycare,53033003000,9,9,9.430948281,2.352180306,5.653475702,9.150614298,14.8132278,8.614855657
daycare,53033003300,22,22,19.75918952,3.837824494,13.30161137,19.39668463,28.28794905,18.69180627
daycare,53033006100,12,12,10.07592801,2.447076587,6.124053456,9.791289177,15.65683093,9.245975958
daycare,53033006900,7,7,9.443233561,2.470592768,5.516835799,9.135727347,15.13087358,8.550669651
daycare,53033007600,5,5,6.529500965,1.84825487,3.645780317,6.282637491,10.82845915,5.816714745
daycare,53033008200,2,2,6.04448071,1.806299034,3.264344839,5.791399053,10.27656604,5.31673542
daycare,53033010300,2,2,2.290831933,0.758200865,1.155950987,2.174800334,4.092458831,1.960138085
daycare,53033011401,0,0,1.541648266,0.58148231,0.705668928,1.442442705,2.949118703,1.262818825
daycare,53033012000,7,7,3.874575174,1.275394802,1.962560104,3.680299601,6.902841486,3.320608671
daycare,53033020600,1,1,1.585027694,0.587083433,0.735973328,1.486337049,3.002389367,1.307027702
daycare,53033021100,1,1,2.065687272,0.695973394,1.02932912,1.957556824,3.723581822,1.758009734
daycare,53033021804,1,1,2.330824759,0.948026684,1.002651511,2.159046361,4.650257784,1.852581949
daycare,53033022005,3,3,3.664032001,1.145510382,1.921892524,3.497096605,6.364534284,3.185783811
daycare,53033022603,5,5,3.908248283,1.252705401,2.016088734,3.721723982,6.871650834,3.375094194
daycare,53033022801,1,1,1.879348145,0.680150234,0.888380831,1.767167624,3.515999145,1.562564097
daycare,53033023202,2,2,1.282318047,0.529578092,0.544432144,1.18520994,2.580782371,1.012550895
daycare,53033023603,0,0,1.222634802,0.448955112,0.571532898,1.14769656,2.305189561,1.011347301
daycare,53033025400,0,0,0.804256213,0.353045462,0.323396359,0.736417586,1.677350395,0.617435525
daycare,53033025805,1,1,0.879386603,0.327940304,0.406157078,0.823952087,1.671879518,0.723359663
daycare,53033028500,1,1,0.967488702,0.377587959,0.430821665,0.901273794,1.885884845,0.782174102
daycare,53033029204,0,0,0.837790319,0.323094401,0.37671374,0.781670543,1.622311148,0.680495278
daycare,53033029305,0,0,0.826203443,0.328397149,0.362382154,0.767770192,1.62703395,0.663038661
daycare,53033030004,0,0,0.843690609,0.356436939,0.351155918,0.77717127,1.720442933,0.659497039
daycare,53033030005,1,1,0.979360118,0.373857528,0.444012224,0.914954468,1.885824304,0.798611177
daycare,53033030310,0,0,1.241336179,0.483489012,0.553679333,1.156686702,2.416975262,1.004369594
daycare,53033030504,1,1,0.787986006,0.310208217,0.34839365,0.733209584,1.54342688,0.634849316
daycare,53033030901,0,0,0.86197982,0.380941554,0.344468414,0.788408726,1.804948201,0.659592773
daycare,53033031604,0,0,0.651654889,0.265635003,0.279795585,0.603439741,1.301758059,0.517462879
daycare,53033031909,0,0,0.744017664,0.277364212,0.343726864,0.697145453,1.414257138,0.612084725
daycare,53033032318,1,1,0.98717027,0.364426793,0.45956064,0.926075373,1.866568929,0.81501193
daycare,53033032702,0,0,0.685921371,0.268474807,0.304714567,0.638731846,1.339193744,0.553900389
daycare,53033000402,2,2,2.990571095,1.015467107,1.481928484,2.831760462,5.412187423,2.539024957
daycare,53033004302,3,3,5.5927679,1.705535862,2.981587844,5.34953343,9.599813144,4.894407542
daycare,53033007000,8,8,9.745450214,2.398350513,5.882933019,9.463079881,15.22421839,8.922752891
daycare,53033022701,8,8,5.075653569,1.445087389,2.824170759,4.881642826,8.439459116,4.515719243
daycare,53033026600,0,0,1.727845778,0.598182624,0.844278797,1.632757869,3.158248846,1.458045966
daycare,53033028403,0,0,0.818332222,0.354537871,0.333015423,0.750880801,1.693506807,0.632224929
daycare,53033029403,2,2,1.033146516,0.384531256,0.477902552,0.96824902,1.962138665,0.850440478
daycare,53033032203,1,1,0.968029105,0.336410184,0.471693665,0.914382265,1.772901146,0.815875335
daycare,53033031000,0,0,0.750882477,0.326026342,0.304963533,0.688752549,1.555922786,0.579510923
daycare,53033004000,21,21,13.66145294,2.972548733,8.756960394,13.34909043,20.35197859,12.74579928
daycare,53033022606,0,0,1.891201166,0.686383572,0.892049002,1.777727642,3.543516286,1.570863212
daycare,53033031502,0,0,0.729067306,0.291964991,0.317777926,0.676807826,1.441812031,0.583277213
daycare,53033005200,7,7,7.861141991,1.971936019,4.698199621,7.62489363,12.37659576,7.173631912
daycare,53033007402,5,5,7.103076391,2.03028211,3.942903969,6.829548313,11.83154902,6.313882492
daycare,53033022203,5,5,4.856244945,1.483474768,2.586071527,4.644362969,8.342389848,4.247980658
daycare,53033027300,0,0,0.919188246,0.35390805,0.413861051,0.857796839,1.778329771,0.747082648
daycare,53033029601,0,0,0.760086426,0.289836921,0.344901624,0.710199167,1.462723263,0.620063073
daycare,53033030308,1,1,1.284463953,0.506399858,0.567213306,1.194939631,2.517941757,1.03422931
daycare,53033000800,4,4,4.827837069,1.480024166,2.565067627,4.615795707,8.30755665,4.219277354
daycare,53033002800,2,2,4.825205111,1.415786695,2.635885977,4.63000166,8.134135434,4.263112989
daycare,53033008700,4,4,6.779829382,1.892437294,3.817147994,6.53019243,11.17339458,6.058269429
daycare,53033021600,10,10,6.809000688,2.000531543,3.716502098,6.532850354,11.48541945,6.013900841
daycare,53033023500,0,0,0.985238407,0.371634798,0.450960087,0.921831698,1.884782669,0.807027267
daycare,53033028700,1,1,0.983862777,0.428623305,0.398367295,0.901972687,2.042739319,0.75809486
daycare,53033031100,0,0,0.718513796,0.267533555,0.332258854,0.673347341,1.364886961,0.591362941
daycare,53033032211,1,1,0.881873426,0.369868947,0.369407665,0.813233452,1.790732196,0.691610728
daycare,53033032800,0,0,0.701876802,0.293185274,0.295055452,0.647638067,1.421892523,0.551445881
daycare,53033025101,0,0,0.738050641,0.30522334,0.312980134,0.682022236,1.486568758,0.582433815
daycare,53033031205,1,1,0.77449193,0.293312894,0.353370125,0.724285446,1.484862223,0.633451952
daycare,53033000600,3,3,3.54671758,1.057518809,1.918116539,3.398837507,6.023691423,3.121411456
daycare,53033001400,3,3,3.814782025,1.19083731,2.002964868,3.641468276,6.62155639,3.318192127
daycare,53033001600,5,5,6.547877746,1.864145128,3.64345462,6.297617996,10.88711533,5.825600285
daycare,53033002400,5,5,6.8239435,1.906294921,3.840148941,6.572296939,11.25015529,6.096619604
daycare,53033002900,4,4,6.339053955,1.711573233,3.63841501,6.119886141,10.29542666,5.704130282
daycare,53033003400,6,6,9.072809015,2.272385011,5.426754399,8.800945904,14.27524373,8.281581062
daycare,53033003600,1,1,5.260547297,1.556227443,2.859073688,5.044427946,8.901738261,4.638613419
daycare,53033004200,2,2,5.356774536,1.534414201,2.969690947,5.14965963,8.931405161,4.759295472
daycare,53033004301,11,11,9.625024458,2.294967231,5.904806773,9.362545875,14.84718736,8.85900756
daycare,53033004500,4,4,6.413936268,1.767149048,3.638788064,6.1835188,10.5095927,5.747271152
daycare,53033004700,40,40,34.6388478,5.380797643,25.28888194,34.22831349,46.33210812,33.42200719
daycare,53033004800,14,14,13.55705877,3.000203397,8.622447312,13.23678217,20.32319164,12.61897728
daycare,53033005100,9,9,9.636394984,2.432879847,5.739512051,9.343208237,15.2118693,8.783526139
daycare,53033005400,8,8,9.143888797,2.238186882,5.535237571,8.881673407,14.25334824,8.379659799
daycare,53033005600,3,3,5.771198286,1.978433744,2.840235518,5.459290997,10.49556857,4.885263219
daycare,53033005700,4,4,8.467543548,2.303782633,4.838927768,8.170517918,13.79813692,7.607469713
daycare,53033005802,7,7,9.045221861,2.201381597,5.491677939,8.788667911,14.06708976,8.297235747
daycare,53033006300,5,5,5.749384544,1.670295028,3.160030783,5.521096281,9.647934257,5.091529719
daycare,53033006500,2,2,5.580060141,1.545392288,3.156149259,5.377622367,9.164203034,4.994578642
daycare,53033007300,9,9,9.199190795,2.188482816,5.649964032,8.949410186,14.17767351,8.470152003
daycare,53033007700,4,4,5.847423354,1.609967309,3.318706549,5.637628546,9.578451218,5.240394255
daycare,53033008100,11,11,10.61461155,2.549528822,6.487900677,10.32105017,16.42124161,9.75818586
daycare,53033008600,41,41,31.27274799,5.029739034,22.57211321,30.87593033,42.23864661,30.09765359
daycare,53033009300,4,4,4.415320375,1.212976508,2.509143548,4.257570226,7.225521692,3.958806144
daycare,53033009702,3,3,4.058352744,1.389506484,1.999088935,3.83952297,7.375817402,3.436709196
daycare,53033010001,4,4,3.792948624,1.122492815,2.060955161,3.637011816,6.419441298,3.344216917
daycare,53033010100,8,8,4.625263231,1.389422044,2.489648653,4.429698583,7.882931311,4.063131853
daycare,53033010900,3,3,2.198445997,0.721220617,1.116178987,2.0889017,3.91008691,1.885990185
daycare,53033011101,2,2,1.889946872,0.645468294,0.932643177,1.788507357,3.430468763,1.601703681
daycare,53033011200,0,0,1.302785254,0.469879584,0.617440459,1.225503906,2.432912364,1.084472228
daycare,53033011900,1,1,1.261167625,0.445938366,0.606710125,1.189019398,2.330703786,1.056920809
daycare,53033020700,0,0,1.281159624,0.49622512,0.574050394,1.194667613,2.486810432,1.038866798
daycare,53033020900,0,0,1.646635196,0.59822803,0.776088787,1.547653023,3.086942742,1.367236953
daycare,53033021300,1,1,2.831141313,0.918584811,1.448385398,2.692930049,5.007827645,2.436521692
daycare,53033021903,2,2,2.695852522,0.843396425,1.413417443,2.572871756,4.684317816,2.343550527
daycare,53033021905,1,1,2.191412124,0.755580406,1.073982742,2.0717144,3.997153098,1.851635891
daycare,53033022006,8,8,6.071454057,1.759526311,3.342088444,5.83149197,10.17691753,5.379829987
daycare,53033022500,15,15,7.928214753,1.978992673,4.750612121,7.692182344,12.45702544,7.241124834
daycare,53033022703,4,4,3.336892783,1.068005716,1.723057636,3.178069594,5.862856869,2.882857957
daycare,53033022803,1,1,1.436744491,0.488796828,0.710971088,1.360176351,2.602709542,1.219083546
daycare,53033023404,0,0,0.776264993,0.297256055,0.351051475,0.724926484,1.49731993,0.632244032
daycare,53033023601,2,2,1.546164654,0.539197596,0.751479144,1.459928921,2.83684601,1.301673478
daycare,53033023700,4,4,2.445282759,0.732684393,1.318361048,2.342386025,4.162553584,2.149459106
daycare,53033024500,0,0,1.827389858,0.66596816,0.859226268,1.716916623,3.431499342,1.515659684
daycare,53033024602,1,1,1.278642595,0.445593001,0.621775028,1.207418926,2.345156845,1.076697704
daycare,53033024800,1,1,0.919479147,0.328355916,0.439062736,0.865915914,1.708111261,0.768006451
daycare,53033025003,0,0,0.747395292,0.276900796,0.346967702,0.70083765,1.415925177,0.616251441
daycare,53033025302,1,1,1.121510877,0.387425786,0.54887478,1.060037262,2.047658188,0.947046531
daycare,53033025701,1,1,0.911739219,0.322267631,0.438728039,0.859615216,1.684624882,0.764173949
daycare,53033026001,2,2,1.362598772,0.563385065,0.577936707,1.259198305,2.744180445,1.075398897
daycare,53033026100,0,0,1.089624925,0.428619569,0.482069643,1.013986646,2.133313287,0.878144828
daycare,53033026200,3,3,1.214725244,0.39497944,0.620521026,1.155186181,2.150953423,1.044763275
daycare,53033026300,0,0,1.158563015,0.394103584,0.57336846,1.096835171,2.098631226,0.983086187
daycare,53033026700,3,3,2.044968555,0.702323635,1.005076354,1.934074123,3.722503898,1.730048366
daycare,53033026801,0,0,1.273437437,0.494318512,0.569569441,1.18712589,2.474831268,1.031716313
daycare,53033026802,0,0,1.172256748,0.461998597,0.517814937,1.090604953,2.297526265,0.944017016
daycare,53033027400,3,3,1.316484446,0.478032962,0.620731442,1.237423698,2.467322107,1.093306151
daycare,53033027500,1,1,1.202760495,0.456824797,0.547506409,1.124382313,2.30959343,0.982660135
daycare,53033027701,2,2,2.218122975,0.842917932,1.009281781,2.073440421,4.260567675,1.811854501
daycare,53033027702,1,1,1.780641365,0.689540684,0.797991414,1.660474901,3.455929797,1.444006327
daycare,53033028600,0,0,0.889862468,0.354231774,0.389814286,0.82675725,1.753877828,0.71368488
daycare,53033028802,0,0,0.828167765,0.321938985,0.369978138,0.77188996,1.61077016,0.670586398
daycare,53033028902,2,2,0.988003188,0.350489588,0.474143489,0.931143816,1.82900317,0.827094442
daycare,53033029205,1,1,0.977667113,0.437255132,0.386401546,0.892461997,2.061831331,0.743726929
daycare,53033029306,0,0,0.799732082,0.309069957,0.358983982,0.745957019,1.550425328,0.649048633
daycare,53033029407,1,1,0.996582294,0.405481906,0.428575939,0.923091138,1.988678208,0.791987812
daycare,53033029700,2,2,0.927355533,0.31723802,0.457085269,0.877430517,1.684674127,0.785517316
daycare,53033030003,2,2,1.019705535,0.356686359,0.494496781,0.962514459,1.87387485,0.857613289
daycare,53033030201,2,2,1.30411965,0.491363995,0.597451217,1.220361852,2.493278576,1.068676542
daycare,53033030311,1,1,1.26817755,0.508508703,0.552165248,1.177066439,2.509774102,1.014042001
daycare,53033030313,7,7,2.09454158,0.735586669,1.01273528,1.976204231,3.857070478,1.759291104
daycare,53033030403,0,0,0.993618208,0.464960256,0.37615418,0.89994365,2.153684109,0.738288381
daycare,53033030600,0,0,0.726539637,0.267916096,0.338518369,0.681664934,1.372946958,0.600073028
daycare,53033031302,2,2,1.046592132,0.534944912,0.362396808,0.93189309,2.397037224,0.738859966
daycare,53033031603,0,0,0.651697778,0.242886357,0.301136268,0.610660531,1.238601702,0.536185061
daycare,53033031906,0,0,0.734118571,0.269377545,0.343361228,0.689181278,1.383596147,0.607408692
daycare,53033031908,0,0,0.744850362,0.305109361,0.318475707,0.689258341,1.492078027,0.590234941
daycare,53033032006,3,3,0.882404344,0.319310627,0.417156636,0.829744061,1.650751061,0.733696251
daycare,53033032010,0,0,0.648021068,0.269294898,0.273645913,0.598401059,1.308883269,0.510298753
daycare,53033032102,1,1,0.791414204,0.282546771,0.377986451,0.745333854,1.469997964,0.661098773
daycare,53033032214,5,5,1.339744732,0.492923545,0.625326935,1.25733509,2.528650619,1.10744041
daycare,53033032309,0,0,1.113513581,0.408505612,0.520897429,1.04537901,2.098403366,0.921389852
daycare,53033032317,0,0,0.920356683,0.390519647,0.381593343,0.847232744,1.881533228,0.718000071
daycare,53033032322,0,0,0.934818432,0.409648988,0.376492267,0.856206034,1.94765016,0.718267332
daycare,53033032329,0,0,0.874504853,0.411819184,0.329027205,0.791155027,1.902870843,0.647547169
daycare,53033032500,1,1,0.83990672,0.319749806,0.381622367,0.784943595,1.614879132,0.685604898
daycare,53033032602,1,1,0.773143954,0.31131846,0.335435424,0.717178652,1.533726528,0.617121687
daycare,53033030802,0,0,0.747307873,0.35710082,0.27715859,0.674268051,1.64080257,0.548934144
daycare,53033032213,0,0,0.790659693,0.329248834,0.333279683,0.729895462,1.598887341,0.622055773
daycare,53033022102,7,7,4.885458391,1.387803123,2.722029707,4.699510816,8.114950067,4.348703358
daycare,53033022202,2,2,3.617419085,1.100444078,1.931546102,3.460814727,6.201975053,3.167702873
daycare,53033022300,5,5,5.035346086,1.37140477,2.875815683,4.858366449,8.20899473,4.52291269
daycare,53033022605,1,1,1.945901965,0.632015008,0.994800072,1.85072417,3.44374538,1.674176705
daycare,53033000300,2,2,2.434520594,0.824242934,1.208914871,2.305933604,4.399311173,2.068796654
daycare,53033000401,3,3,2.688278007,0.90332706,1.342103772,2.548247995,4.839310326,2.289736287
daycare,53033000500,3,3,2.897534894,1.046825733,1.371493728,2.725123198,5.415901434,2.410575005
daycare,53033001000,1,1,4.244796062,1.326620541,2.227027978,4.051525199,7.372110864,3.691082746
daycare,53033001200,7,7,5.993574941,1.68759903,3.357123332,5.769227214,9.916097176,5.345539926
daycare,53033001500,6,6,7.863225279,2.420584651,4.166546321,7.515176138,13.55755581,6.864700761
daycare,53033001701,2,2,3.903748233,1.205501139,2.064272817,3.729938112,6.740865851,3.405244345
daycare,53033001900,4,4,5.142860769,1.547269586,2.765571278,4.924787407,8.771375139,4.516102606
daycare,53033002200,14,14,9.885101589,2.34843127,6.075416189,9.617403838,15.22654655,9.103715806
daycare,53033002500,12,12,10.88591404,2.590367561,6.685122191,10.59020021,16.77879747,10.02281909
daycare,53033003200,47,47,41.43461163,6.017245909,30.89194821,41.00445878,54.43208077,40.1577964
daycare,53033003500,11,11,10.65187722,2.501150577,6.584902552,10.36982587,16.33257341,9.82812801
daycare,53033004100,14,14,10.30278323,2.443443653,6.337586434,10.0246964,15.85916079,9.491004948
daycare,53033006200,12,12,9.473106521,2.307436442,5.749007961,9.203987815,14.73745258,8.688521286
daycare,53033006400,6,6,6.663409801,1.946698218,3.649811401,6.396027678,11.21051739,5.893225364
daycare,53033006600,3,3,6.591229001,1.713784174,3.863818532,6.379111508,10.53346029,5.975304581
daycare,53033007200,25,25,18.28266948,3.578727514,12.26866926,17.94214796,26.24233669,17.28030287
daycare,53033007401,6,6,7.281198878,1.994976184,4.144151255,7.022364636,11.90150955,6.532034887
daycare,53033007500,14,14,11.75483264,2.690051138,7.358511725,11.45859712,17.84565315,10.888578
daycare,53033008001,2,2,5.76622041,1.751538818,3.081832484,5.517279179,9.879140779,5.051263578
daycare,53033008002,6,6,7.635095439,2.236365359,4.175343852,7.327224502,12.86063312,6.748458593
daycare,53033008400,8,8,9.502249586,2.353573409,5.716971318,9.223519935,14.88304055,8.690480651
daycare,53033008500,25,25,19.67362018,3.789778143,13.28837158,19.31843842,28.08811334,18.62748084
daycare,53033009200,7,7,8.417623487,2.27623586,4.827281145,8.125754537,13.68027432,7.572164794
daycare,53033009500,6,6,5.204015224,1.557017079,2.808305685,4.985629815,8.852640625,4.576097495
daycare,53033009701,4,4,4.342816653,1.454008445,2.173698527,4.118113831,7.803389309,3.703075863
daycare,53033009900,0,0,2.522531769,0.819486859,1.289387978,2.399097744,4.464735492,2.170144463
daycare,53033010402,4,4,3.132122601,1.049510046,1.566813461,2.969819484,5.630264116,2.670071072
daycare,53033010600,6,6,4.123642974,1.334322682,2.113537557,3.923345126,7.284272916,3.551612978
daycare,53033010800,0,0,1.753617014,0.59240272,0.872172081,1.661370858,3.165319985,1.491200289
daycare,53033011002,0,0,1.69995246,0.628595441,0.790369203,1.594428327,3.217172349,1.402650071
daycare,53033011102,0,0,1.489743377,0.534518382,0.70884286,1.402208594,2.774386605,1.242327046
daycare,53033011300,0,0,1.420711185,0.515263872,0.670486841,1.335576634,2.660970121,1.180356594
daycare,53033011500,0,0,1.889962086,0.670016182,0.907438953,1.781325586,3.49751721,1.582505402
daycare,53033011800,0,0,1.331094565,0.484286966,0.626677803,1.250870046,2.497313018,1.104678675
daycare,53033020100,1,1,1.229273738,0.677366979,0.392314426,1.076606238,2.955392768,0.825859347
daycare,53033020200,0,0,1.106976989,0.506779991,0.427992442,1.006500181,2.367590365,0.832141668
daycare,53033020401,1,1,1.619006305,0.625719966,0.726713931,1.510133461,3.138813382,1.313934691
daycare,53033020800,0,0,1.170763793,0.525552591,0.461126875,1.068070459,2.474527471,0.888975507
daycare,53033021000,0,0,1.755659455,0.591396484,0.874971101,1.663792714,3.164398105,1.494254259
daycare,53033021400,0,0,1.952487966,0.667906867,0.962382176,1.847379118,3.546926166,1.653870258
daycare,53033021700,10,10,6.477506519,1.867520637,3.57688131,6.223977275,10.83193203,5.746492467
daycare,53033021904,5,5,2.726987364,0.944997082,1.331551831,2.576648014,4.987017045,2.300462875
daycare,53033021906,1,1,1.798830957,0.641631834,0.85971993,1.694265749,3.339621593,1.503091501
daycare,53033022101,4,4,3.932878103,1.156207213,2.145843556,3.773191888,6.63583524,3.473126129
daycare,53033022802,4,4,1.917489444,0.646791202,0.954694809,1.81690174,3.458476437,1.631304285
daycare,53033023000,1,1,1.169210471,0.410332658,0.565617665,1.103236496,2.152306325,0.98229182
daycare,53033023100,0,0,0.941257571,0.373787175,0.413160833,0.874796004,1.852658077,0.755654055
daycare,53033023401,0,0,0.894235052,0.356256445,0.391468488,0.830729019,1.76328736,0.716956025
daycare,53033023403,0,0,0.835078332,0.305378432,0.39161375,0.784278096,1.570997865,0.691784304
daycare,53033023604,0,0,1.044236048,0.394489448,0.477385927,0.976846761,1.999307142,0.854867499
daycare,53033023801,0,0,1.13359008,0.416322617,0.529844033,1.064089859,2.137481147,0.937638289
daycare,53033024100,1,1,2.693465687,1.033314192,1.216261382,2.514738833,5.200636528,2.192194864
daycare,53033024400,3,3,2.643780777,1.028457196,1.180411296,2.463895969,5.144110587,2.140136232
daycare,53033024601,1,1,1.566918231,0.554163204,0.753681967,1.477245002,2.89605894,1.313064915
daycare,53033024702,2,2,1.26309994,0.441443935,0.612917832,1.192369712,2.320112632,1.062616154
daycare,53033024903,0,0,0.717630019,0.282821032,0.316999129,0.667645978,1.406483141,0.577910294
daycare,53033025005,0,0,0.714943677,0.280971421,0.316547543,0.665397597,1.399018229,0.576399747
daycare,53033025102,0,0,0.728017793,0.273727805,0.33407759,0.681437443,1.390274196,0.597046223
daycare,53033025301,2,2,1.096598371,0.394789958,0.520444068,1.03176519,2.045877712,0.913414349
daycare,53033025500,1,1,0.835724831,0.347857412,0.35241477,0.771548861,1.689577428,0.65764277
daycare,53033025702,0,0,0.767720105,0.298404213,0.343007919,0.715561507,1.493099108,0.621670546
daycare,53033025803,0,0,0.78682856,0.340208785,0.320774179,0.722201493,1.626396589,0.608463486
daycare,53033028100,0,0,0.85617517,0.366912872,0.351851745,0.786946668,1.76051243,0.6648689
daycare,53033028300,1,1,0.928599209,0.327838878,0.44723527,0.87562629,1.714714622,0.778611543
daycare,53033028402,0,0,0.841021185,0.307702739,0.394251389,0.789813647,1.5825937,0.696585856
daycare,53033028801,1,1,0.930546338,0.352864927,0.424138051,0.870083639,1.785300614,0.760721776
daycare,53033028901,2,2,1.063273851,0.430594033,0.459085186,0.985517994,2.116111401,0.846661634
daycare,53033029001,0,0,0.849477343,0.367160377,0.346431115,0.779750188,1.755509325,0.657026321
daycare,53033029003,0,0,0.829084052,0.359969172,0.336734161,0.76048741,1.71793366,0.639874644
daycare,53033029101,1,1,0.919011282,0.328071184,0.438957829,0.865510399,1.706919512,0.767709079
daycare,53033029304,1,1,0.840146948,0.30775074,0.393478308,0.788881104,1.581961155,0.69556567
daycare,53033029307,1,1,0.845208078,0.338520097,0.368358975,0.784609235,1.671618684,0.676156158
daycare,53033029405,0,0,0.804718326,0.323798229,0.349347551,0.746542719,1.595709035,0.642519557
daycare,53033029503,1,1,0.902709978,0.335579431,0.417960439,0.846129683,1.713300302,0.743395411
daycare,53033029504,1,1,0.998546879,0.405795502,0.429859259,0.925067892,1.991241577,0.793951292
daycare,53033029602,0,0,0.727749422,0.282622201,0.325380568,0.678383792,1.414679553,0.58950549
daycare,53033029801,2,2,0.975814879,0.328763251,0.486256954,0.924737537,1.758966435,0.830477548
