encountered_week,residence_puma,pathogen,modeled_intensity_mean,modeled_intensity_sd,modeled_intensity_lower_95_CI,modeled_intensity_median,modeled_intensity_upper_95_CI,modeled_intensity_mode
2019-W18,11602,h1n1pdm,0.00119671689585778,0.000764909022861698,0.000319573104007183,0.00100833889634776,0.00317868909173298,0.00100834906429596
2019-W19,11602,h1n1pdm,0.000887788824138251,0.000570785848102546,0.000235321658476353,0.00074676418460688,0.00236757210043329,0.000746774843006113
2019-W20,11602,h1n1pdm,0.000632334789565968,0.000409569025412939,0.000166035275145453,0.000530731942671363,0.00169487138971972,0.000530742953148094
2019-W21,11602,h1n1pdm,0.000433814009888993,0.00028361061296465,0.000112557373165804,0.000363103331955328,0.00117017846573504,0.000363115252475361
2019-W22,11602,h1n1pdm,0.000286195613314921,0.000189342260119382,7.31206087365738e-05,0.000238687656015473,0.000778283820180288,0.000238702308476831
2019-W23,11602,h1n1pdm,0.000182771506275254,0.000122823231669372,4.57487880429911e-05,0.00015170033760575,0.000502354994650338,0.000151718910877064
2019-W24,11602,h1n1pdm,0.000114174271283478,7.83464944443984e-05,2.77927129772393e-05,9.41414415240797e-05,0.000318306602574263,9.41645527626232e-05
2019-W25,11602,h1n1pdm,7.02628957743059e-05,4.95929323937912e-05,1.64588661146222e-05,5.74042236171057e-05,0.000199660911650252,5.74326733928749e-05
2019-W26,11602,h1n1pdm,4.27471652137717e-05,3.13377065878959e-05,9.49440059047218e-06,3.44754557053887e-05,0.000124605718263827,3.45098984921047e-05
2019-W27,11602,h1n1pdm,2.58912967825099e-05,1.99516733189361e-05,5.3476010703395e-06,2.0508545954437e-05,7.80165462666681e-05,2.05481580107539e-05
2019-W28,11602,h1n1pdm,1.56954516936856e-05,1.28898675601389e-05,2.94239047761094e-06,1.2129358281605e-05,4.93100434687216e-05,1.21717498478911e-05
2019-W29,11602,h1n1pdm,9.57055145527796e-06,8.50116968830135e-06,1.5827016735352e-06,7.1553415952155e-06,3.1626472818441e-05,7.197213864619e-06
2019-W30,11602,h1n1pdm,5.89150552758602e-06,5.74573360514589e-06,8.32409493307602e-07,4.21777636091449e-06,2.06484669357466e-05,4.25606075631622e-06
2019-W31,11602,h1n1pdm,3.67152858679718e-06,3.98917670442085e-06,4.28226143689131e-07,2.48637738497704e-06,1.37432704256995e-05,2.51904652254871e-06
2018-W47,11603,h1n1pdm,1.4176485581928e-05,1.26647486548258e-05,2.33709385182333e-06,1.05721168181327e-05,4.72955811787431e-05,1.06005710931779e-05
2018-W48,11603,h1n1pdm,2.04423918296957e-05,1.68008333608621e-05,3.84029319798639e-06,1.57930117827694e-05,6.44473432381644e-05,1.58214432094873e-05
2018-W49,11603,h1n1pdm,2.97662342621176e-05,2.28565964913072e-05,6.18867081423448e-06,2.36089491383373e-05,8.95921610491917e-05,2.36361033892757e-05
2018-W50,11603,h1n1pdm,4.37075065471824e-05,3.1806635398005e-05,9.81307238369367e-06,3.53403908741991e-05,0.000126813958957347,3.53658219452972e-05
2018-W51,11603,h1n1pdm,6.47134931612147e-05,4.51696426729483e-05,1.53907609820725e-05,5.30653158637222e-05,0.000182488221790054,5.3089388427653e-05
2018-W52,11603,h1n1pdm,9.64608949880343e-05,6.51886954314954e-05,2.39582419345033e-05,7.99216614348278e-05,0.000266082733210988,7.99450844655895e-05
2019-W01,11603,h1n1pdm,0.000144080497759803,9.49361362936125e-05,3.69950030095934e-05,0.000120311172424188,0.000390645389007273,0.000120334164411655
2019-W02,11603,h1n1pdm,0.000214666490168758,0.000138608162922283,5.65790773223397e-05,0.000180340024223661,0.000574068963567243,0.000180361354325585
2019-W03,11603,h1n1pdm,0.000317063999111295,0.000201368813328713,8.53428927485095e-05,0.000267647205244992,0.000838462410346739,0.00026766440283628
2019-W04,11603,h1n1pdm,0.000460031415758424,0.000288227229837892,0.000125954755197608,0.000389836127910344,0.00120540994914483,0.000389847156585149
2019-W05,11603,h1n1pdm,0.000650406735611473,0.000402991045598858,0.000180560126540572,0.000552881823165577,0.00169146200860685,0.000552885995603582
2019-W06,11603,h1n1pdm,0.000886391325480142,0.000544243685499835,0.000248837261682925,0.000755369224088689,0.00229106857390745,0.000755367972188882
2019-W07,11603,h1n1pdm,0.00114095904930588,0.000695265707653588,0.000323274311530046,0.000974313836579094,0.00293400897360812,0.000974313426236491
2019-W08,11603,h1n1pdm,0.00137983628954482,0.000835496350386004,0.000393981343733669,0.00118032412566362,0.00353308169282507,0.00118033231086508
2019-W09,11603,h1n1pdm,0.00158948401058239,0.000957637073469099,0.00045658263445002,0.00136147761755333,0.00405619471375158,0.00136149891510782
2019-W10,11603,h1n1pdm,0.00177617284912146,0.00106622799455836,0.000512439870242819,0.00152285730289285,0.00452152606409653,0.00152289200938426
2019-W11,11603,h1n1pdm,0.00195796486963055,0.00117230623182296,0.000566650021088368,0.0016798762536103,0.00497561478795803,0.00167991938053357
2019-W12,11603,h1n1pdm,0.002141545394754,0.00127988046937863,0.000621142396822203,0.00183826846852996,0.00543546629372757,0.00183831239674431
2019-W13,11603,h1n1pdm,0.00231297167940075,0.00138094547122006,0.000671678782180927,0.00198594220559344,0.0058666169853449,0.00198598023286734
2019-W14,11603,h1n1pdm,0.00243020246594099,0.00145099869786555,0.000705696504373871,0.00208657464224061,0.0061641308043784,0.00208660382169947
2019-W15,11603,h1n1pdm,0.00243894455659108,0.00145789016237037,0.000707270154698258,0.00209344871712322,0.00619105977480082,0.00209347002517847
2019-W16,11603,h1n1pdm,0.00231555237804693,0.00138716663996953,0.000669731374423705,0.00198638860270606,0.00588648224962923,0.00198640333433987
2019-W17,11603,h1n1pdm,0.00206029136599193,0.00123813754397734,0.000593654816843885,0.00176594264047489,0.00524865908359473,0.00176595316910344
2019-W18,11603,h1n1pdm,0.00172181776079519,0.00103907039015613,0.000493629591105063,0.0014741830507796,0.00439876233285897,0.00147419156497367
2019-W19,11603,h1n1pdm,0.00136070921752214,0.000825618997625568,0.000387547313628178,0.00116331665281796,0.00348896081899211,0.00116332593810536
2019-W20,11603,h1n1pdm,0.00103237598479137,0.000630773963737498,0.000291553930679505,0.000880954170289156,0.00265953520320131,0.000880964406093378
2019-W21,11603,h1n1pdm,0.000754394755139453,0.000465011904872819,0.00021075868728204,0.000642194205844596,0.001955017052697,0.000642206921694808
2019-W22,11603,h1n1pdm,0.000530053526810933,0.000330462077296802,0.000146014476129622,0.000449797475803939,0.00138420954664848,0.000449816969819392
2019-W23,11603,h1n1pdm,0.000360479341558514,0.000228167053732308,9.74358973740134e-05,0.000304591959266719,0.000951023651510065,0.000304621800601024
2019-W24,11603,h1n1pdm,0.000239778133768458,0.000154925256554953,6.31323329466056e-05,0.000201396831659088,0.000641413657080281,0.000201439623214053
2019-W25,11603,h1n1pdm,0.000157105494303564,0.000104415055242563,3.98701029850069e-05,0.00013084329069976,0.000428299846500881,0.000130902371079907
2019-W26,11603,h1n1pdm,0.000101753768549966,7.02810553124263e-05,2.45203918059842e-05,8.37242033969828e-05,0.000284619679908565,8.38031545268161e-05
2019-W27,11603,h1n1pdm,6.56043005726028e-05,4.76902181966851e-05,1.47180765470097e-05,5.30650287002894e-05,0.000189828248516127,5.31639625102261e-05
2019-W28,11603,h1n1pdm,4.2329963626605e-05,3.28578714006431e-05,8.62582815644144e-06,3.34382843589855e-05,0.000127872360973867,3.35525575680596e-05
2019-W29,11603,h1n1pdm,2.74706035286318e-05,2.31217262231032e-05,4.93941663623947e-06,2.10168740353844e-05,8.74571503936368e-05,2.11378845800413e-05
2019-W30,11603,h1n1pdm,1.79959786923867e-05,1.66779508064531e-05,2.76432109146275e-06,1.31992526893868e-05,6.0919347504792e-05,1.33173493190637e-05
2019-W31,11603,h1n1pdm,1.19336414777462e-05,1.23570855826743e-05,1.51271246595643e-06,8.28999899784528e-06,4.32771013492095e-05,8.39727845130087e-06
2018-W47,11604,h1n1pdm,1.9777239565637e-05,1.74034980257322e-05,3.33971549750811e-06,1.48472170955575e-05,6.53096340699784e-05,1.48851471478904e-05
2018-W48,11604,h1n1pdm,2.7969636924463e-05,2.26380098382503e-05,5.37716144369037e-06,2.17408066224991e-05,8.72555217013864e-05,2.17779031762925e-05
2018-W49,11604,h1n1pdm,3.99413034048108e-05,3.02047977801167e-05,8.4890141829349e-06,3.18575289180014e-05,0.000118956641083107,3.18921237221967e-05
2018-W50,11604,h1n1pdm,5.75153236638482e-05,4.12325178296625e-05,1.3184346012156e-05,4.67443591404652e-05,0.0001651604644114,4.6775891392012e-05
2018-W51,11604,h1n1pdm,8.35100740102338e-05,5.745384719125e-05,2.02509399118642e-05,6.88001556769718e-05,0.000233165530597713,6.8829104261644e-05
2018-W52,11604,h1n1pdm,0.000122067356381667,8.13698476172499e-05,3.08695793145778e-05,0.000101569401737062,0.000333565889662134,0.000101596658734891
2019-W01,11604,h1n1pdm,0.000178790561290334,0.000116299637605042,4.66758288460248e-05,0.000149872942180027,0.000480509642182589,0.000149898791515201
2019-W02,11604,h1n1pdm,0.000261204675938289,0.000166648180320078,6.99003197560547e-05,0.000220205119541353,0.000692845967239985,0.00022022817531763
2019-W03,11604,h1n1pdm,0.00037829161166053,0.00023760579092874,0.00010324783050847,0.000320343212500137,0.000992872774759316,0.000320360848388642
2019-W04,11604,h1n1pdm,0.000538164013844169,0.000333751471538028,0.000149226334761055,0.000457352869387618,0.00140040714621075,0.000457363249077253
2019-W05,11604,h1n1pdm,0.000746007349618498,0.000457895818207866,0.000209509011807819,0.000635793964270896,0.00192777649157424,0.000635796936060052
2019-W06,11604,h1n1pdm,0.000996774461715806,0.000606733943400303,0.000282802389928541,0.000851442674802966,0.00256133744000422,0.000851440267626364
2019-W07,11604,h1n1pdm,0.00125786168576422,0.000760368854192638,0.000359887917034055,0.00107646775099459,0.00321716040911191,0.00107646662818959
2019-W08,11604,h1n1pdm,0.00149127612085622,0.000896238739720263,0.000429666786849782,0.00127820136008619,0.00379923952582267,0.0012782092312703
2019-W09,11604,h1n1pdm,0.00168396274793184,0.00100748754336972,0.000487808690073785,0.00144507916293714,0.00427714766176,0.00144510036515801
2019-W10,11604,h1n1pdm,0.00184452875776385,0.00110005353366868,0.000536346794234549,0.00158418970184971,0.00467499650990765,0.00158422440723751
2019-W11,11604,h1n1pdm,0.0019929999623509,0.00118604517859269,0.000581006003092774,0.00171267051110881,0.00504401781438605,0.00171271347995971
2019-W12,11604,h1n1pdm,0.0021365491603711,0.00126970196320379,0.000623892484721153,0.00183669690022874,0.00540228273998373,0.001836740271376
2019-W13,11604,h1n1pdm,0.00226162499974311,0.00134325908820558,0.000660876550428521,0.00194451072846373,0.00571634065852632,0.00194454781716487
2019-W14,11604,h1n1pdm,0.00232885978072485,0.00138385194701367,0.000680145998784985,0.0020020691076952,0.00588815642715024,0.00200209718048951
2019-W15,11604,h1n1pdm,0.00229057143136262,0.00136329202282775,0.000667687728262328,0.00196832587194471,0.00579759122952257,0.00196834604966702
2019-W16,11604,h1n1pdm,0.00213124560777301,0.00127190029874878,0.000619244692410549,0.00183011687142778,0.00540411614221522,0.00183013057367943
2019-W17,11604,h1n1pdm,0.00185844577015173,0.00111325724509294,0.00053756500246672,0.00159428880129422,0.0047242534101571,0.00159429860039184
2019-W18,11604,h1n1pdm,0.00152217282398598,0.000916296188006516,0.000437710485485465,0.00130411997173243,0.00388219419156149,0.00130412825868488
2019-W19,11604,h1n1pdm,0.00117901390955876,0.000714192632420214,0.000336470300887551,0.00100842707082609,0.00301971510755859,0.00100843652447692
2019-W20,11604,h1n1pdm,0.000876781806148516,0.000535352729323235,0.000247810736631253,0.000748316001091838,0.00225769121538656,0.000748326656900345
2019-W21,11604,h1n1pdm,0.000628029538921749,0.000387308921611216,0.000175348513718943,0.000534551307209244,0.00162807056894468,0.0005345643031316
2019-W22,11604,h1n1pdm,0.000432575033409149,0.000270178397234117,0.000118892511980196,0.000366891873763677,0.00113102781951854,0.000366910573429707
2019-W23,11604,h1n1pdm,0.000288413587532533,0.000183156263216781,7.76325257537591e-05,0.000243468493523662,0.000762596126440244,0.000243495433766974
2019-W24,11604,h1n1pdm,0.000188092379641828,0.000122128134650219,4.92125052413217e-05,0.000157755390185692,0.000504828474140393,0.000157792164445101
2019-W25,11604,h1n1pdm,0.000120840207177477,8.08419116936627e-05,3.04031465831264e-05,0.000100436908096574,0.000330907733979245,0.000100485546677819
2019-W26,11604,h1n1pdm,7.67468417756608e-05,5.34451765717865e-05,1.82901470715378e-05,6.29803041531438e-05,0.000215874710728256,6.30428332306317e-05
2019-W27,11604,h1n1pdm,4.85246635526546e-05,3.5617690478027e-05,1.0739061104852e-05,3.91178651585665e-05,0.000141339944809684,3.91935893533783e-05
2019-W28,11604,h1n1pdm,3.07062818082743e-05,2.40974487356311e-05,6.15723937395623e-06,2.41559591082388e-05,9.34549348790992e-05,2.42408176830515e-05
2019-W29,11604,h1n1pdm,1.95444720358957e-05,1.66476672539509e-05,3.44991008120537e-06,1.48785958634541e-05,6.27287776483747e-05,1.49660508222392e-05
2019-W30,11604,h1n1pdm,1.25583897598373e-05,1.1786525838671e-05,1.8895724529765e-06,9.15706858094472e-06,4.28724825676113e-05,9.24032377804704e-06
2019-W31,11604,h1n1pdm,8.16883898712572e-06,8.57040347358917e-06,1.01221897775632e-06,5.63605132322896e-06,2.98767575904668e-05,5.70994772916662e-06
2018-W47,11605,h1n1pdm,1.56322881245768e-05,1.40422727933739e-05,2.55459057503864e-06,1.16292916081872e-05,5.23489599605537e-05,1.16609500746154e-05
2018-W48,11605,h1n1pdm,2.24712907659357e-05,1.84697490959965e-05,4.22049866997188e-06,1.73599159779347e-05,7.08415666242509e-05,1.73920715972595e-05
2018-W49,11605,h1n1pdm,3.2622628822911e-05,2.48980012877108e-05,6.84129354787263e-06,2.59327152619821e-05,9.77634786946695e-05,2.5964113829654e-05
2018-W50,11605,h1n1pdm,4.77646865684841e-05,3.43173671621948e-05,1.09140253485924e-05,3.87908554520691e-05,0.000137344447146766,3.88210837963609e-05
2018-W51,11605,h1n1pdm,7.0527559679113e-05,4.82629925728929e-05,1.7222185139028e-05,5.82041017219588e-05,0.00019616128365766,5.82335783216658e-05
2018-W52,11605,h1n1pdm,0.000104854179809654,6.89823317413143e-05,2.69692694553177e-05,8.75972342936041e-05,0.000283918141710553,8.76266638285916e-05
2019-W01,11605,h1n1pdm,0.000156231047043361,9.95170219547364e-05,4.18823506815873e-05,0.000131768947444278,0.00041387340176942,0.000131798342035803
2019-W02,11605,h1n1pdm,0.000232226126530637,0.000143982394270729,6.43980550278654e-05,0.00019736877423478,0.000604085377030134,0.000197396238663324
2019-W03,11605,h1n1pdm,0.000342243621100765,0.000207377279676515,9.76214055939403e-05,0.000292702338848437,0.000876657679162219,0.00029272422948668
2019-W04,11605,h1n1pdm,0.000495534647999151,0.000294428467755356,0.00014473200365405,0.000426010517870698,0.00125277654696937,0.000426023541361378
2019-W05,11605,h1n1pdm,0.000699240538654302,0.000408577405424676,0.000208324066824427,0.000603730863592836,0.00174819566600628,0.00060373336612373
2019-W06,11605,h1n1pdm,0.000951216179382271,0.000548012534099867,0.000288126230450009,0.00082421690175151,0.00235594207157231,0.00082421034053652
2019-W07,11605,h1n1pdm,0.00122234193065344,0.000695758643863029,0.000375461870804976,0.00106230770990237,0.00300330699752348,0.00106230103918075
2019-W08,11605,h1n1pdm,0.00147596099016778,0.000831507126586174,0.000458743220215593,0.00128593503449001,0.00360182310823369,0.00128593949788453
2019-W09,11605,h1n1pdm,0.00169779061086654,0.000948568179311997,0.000532686086198785,0.00148214853758109,0.0041205338263036,0.00148217016144889
2019-W10,11605,h1n1pdm,0.0018947292649482,0.00105199378100389,0.000598686828497447,0.00165652648003506,0.00457961617282245,0.00165656497939195
2019-W11,11605,h1n1pdm,0.00208618449608492,0.00115304118849573,0.000662558273646543,0.0018258598317326,0.00502736434241633,0.00182590813858179
2019-W12,11605,h1n1pdm,0.00227937401883717,0.00125590365944924,0.000726450221534639,0.00199639182118289,0.00548175306668862,0.00199644011428612
2019-W13,11605,h1n1pdm,0.00245954455323817,0.00135300389337188,0.000785291731220765,0.00215499794022019,0.00590886423555038,0.00215503807866851
2019-W14,11605,h1n1pdm,0.00258213675821451,0.00142067282151369,0.000824296592089563,0.00226232518487389,0.00620404523545026,0.00226235384338961
2019-W15,11605,h1n1pdm,0.00258968851642094,0.00142767256463298,0.0008248719519414,0.002267888617854,0.00623031384987029,0.00226790715532477
2019-W16,11605,h1n1pdm,0.00245734233916872,0.00135979767484382,0.000779436456096521,0.00215010370919635,0.00592644541899682,0.00215011375566254
2019-W17,11605,h1n1pdm,0.00218558107494803,0.00121594722711132,0.000689043447961197,0.00190989740604295,0.00528970154408236,0.00190990237755862
2019-W18,11605,h1n1pdm,0.00182607938440553,0.0010231720249222,0.000571093338960017,0.00159305412009422,0.004440285528078,0.00159305761436561
2019-W19,11605,h1n1pdm,0.00144299414866112,0.000815831600968198,0.000446674266115918,0.00125613271987265,0.00352964588684636,0.00125613900471767
2019-W20,11605,h1n1pdm,0.00109490361291758,0.000625986219483577,0.000334590749355236,0.000950520238259637,0.00269804930916284,0.000950529504445179
2019-W21,11605,h1n1pdm,0.00080028733169238,0.000463837464836618,0.000240702351113639,0.000692397076805372,0.00198999221175625,0.0006924110517224
2019-W22,11605,h1n1pdm,0.000562531632449425,0.00033156537302078,0.000165867416311494,0.00048461493234934,0.00141450233950901,0.000484638787128784
2019-W23,11605,h1n1pdm,0.000382785692496474,0.000230449301438266,0.000110032410879749,0.000327941642838391,0.00097619053824826,0.00032797913590213
2019-W24,11605,h1n1pdm,0.000254800175089113,0.000157627391168275,7.08368842976315e-05,0.000216688061211542,0.000661690631079948,0.000216741262537128
2019-W25,11605,h1n1pdm,0.000167094506419233,0.000107085662756103,4.44269549955351e-05,0.000140683400505577,0.000444272395034329,0.000140755057533224
2019-W26,11605,h1n1pdm,0.000108334403920389,7.26878008011283e-05,2.7123136460365e-05,8.99611112377805e-05,0.000296975642029437,9.0054240074644e-05
2019-W27,11605,h1n1pdm,6.99287651696023e-05,4.97488188970159e-05,1.61573288886971e-05,5.69804685286727e-05,0.000199284582013219,5.70942278052572e-05
2019-W28,11605,h1n1pdm,4.5179259558071e-05,3.45663005308797e-05,9.39761463742901e-06,3.5881808338865e-05,0.00013507103449228,3.60104006085609e-05
2019-W29,11605,h1n1pdm,2.93618618628908e-05,2.4518152226656e-05,5.34188765746594e-06,2.25375457707014e-05,9.29342626114643e-05,2.26713463060788e-05
2019-W30,11605,h1n1pdm,1.92649853502589e-05,1.78143228804949e-05,2.96901079992494e-06,1.41445333329113e-05,6.50983105332416e-05,1.42733003960027e-05
2019-W31,11605,h1n1pdm,1.27966611788041e-05,1.32856364845092e-05,1.61454806151274e-06,8.87740813619977e-06,4.64819825859425e-05,8.99311885587124e-06
2018-W47,11606,h1n1pdm,1.67252465200912e-05,2.84237150105721e-05,8.58003988987491e-07,8.48207642335736e-06,8.32073845254595e-05,8.49572680333365e-06
2018-W48,11606,h1n1pdm,2.29048694311853e-05,3.4713643837217e-05,1.47405567093937e-06,1.26146150000573e-05,0.000107290901374523,1.26299961011173e-05
2018-W49,11606,h1n1pdm,3.17569585069328e-05,4.33307203365602e-05,2.50278379938731e-06,1.87726440706026e-05,0.000140109585528947,1.87901284933319e-05
2018-W50,11606,h1n1pdm,4.45160922114042e-05,5.51106777634889e-05,4.20890974490248e-06,2.79724898538602e-05,0.000185142132039637,2.79928104892914e-05
2018-W51,11606,h1n1pdm,6.30861202731702e-05,7.12885934035855e-05,7.035987501861e-06,4.18078155607375e-05,0.000247562040280392,4.18318532929167e-05
2018-W52,11606,h1n1pdm,9.02416374339313e-05,9.34884270840472e-05,1.17120208308083e-05,6.26730605719024e-05,0.000334392686132964,6.2701356739386e-05
2019-W01,11606,h1n1pdm,0.000129694851984478,0.000123556325872319,1.93717777152289e-05,9.3903430428392e-05,0.000454075815181588,9.39355049275948e-05
2019-W02,11606,h1n1pdm,0.000186420218985683,0.000163657382150366,3.17475389875632e-05,0.000140094330716683,0.000616971447075566,0.000140127399675599
2019-W03,11606,h1n1pdm,0.000266341160881456,0.000215805071998131,5.12834323878915e-05,0.000206937973913135,0.000833731191561572,0.00020696611004724
2019-W04,11606,h1n1pdm,0.000374795048088222,0.000280696642247436,8.09306700134137e-05,0.000299989510357251,0.00111066941436527,0.000300004798588959
2019-W05,11606,h1n1pdm,0.000515300207350966,0.000357333593663647,0.000123752001653403,0.000423449818415375,0.00144766176599051,0.000423443799034918
2019-W06,11606,h1n1pdm,0.000684740953724291,0.000440668357083254,0.000181301162872631,0.000575806540215322,0.00182748712034174,0.000575775780083934
2019-W07,11606,h1n1pdm,0.000861699687265381,0.000516197242833786,0.000249268804723597,0.000739212517521324,0.00219074700171218,0.000739174283709376
2019-W08,11606,h1n1pdm,0.0010215400891706,0.00057204297811234,0.000319706370357688,0.000891307115990807,0.00248311634012602,0.0008912886736935
2019-W09,11606,h1n1pdm,0.0011565852663317,0.000609324119036782,0.000387252559356624,0.00102326632291063,0.00270173560291005,0.00102327961293052
2019-W10,11606,h1n1pdm,0.00127363759705843,0.000636905072093219,0.000450540258179948,0.00113914523128404,0.00287785882549586,0.00113918279673714
2019-W11,11606,h1n1pdm,0.00138722568366658,0.000665859299087512,0.000511511609689191,0.00125061911524846,0.00305526177679531,0.00125066328833588
2019-W12,11606,h1n1pdm,0.00150312151031266,0.000701807164566205,0.000569520902017103,0.00136198165528303,0.00325466537872699,0.00136201915117252
2019-W13,11606,h1n1pdm,0.00161252145873808,0.000743665135434904,0.000618292814493514,0.00146430278436964,0.00346543548777101,0.00146432920221247
2019-W14,11606,h1n1pdm,0.00168729299038688,0.000781493293552273,0.000644313371781165,0.00153104521009126,0.00363562394888452,0.00153106013730878
2019-W15,11606,h1n1pdm,0.00169086551584067,0.000799489225891687,0.000632855771002502,0.00152860488938948,0.00368971381061887,0.00152860624152516
2019-W16,11606,h1n1pdm,0.00160720040891844,0.000787290239714928,0.000580713124700566,0.00144333480832048,0.0035849877833866,0.0014433190566888
2019-W17,11606,h1n1pdm,0.00143551848429759,0.000737489872648035,0.000493762374444429,0.00127686997197478,0.00329984308258086,0.00127684321788322
2019-W18,11606,h1n1pdm,0.00120752198351504,0.000656970845868479,0.00039034660957652,0.00106069704398565,0.00288030254223447,0.00106067234243467
2019-W19,11606,h1n1pdm,0.000963098897031286,0.000559038811802664,0.000289182867635352,0.000832944836286397,0.00239734315669019,0.000832934322642771
2019-W20,11606,h1n1pdm,0.000739453225605821,0.000460446377275846,0.0002040244108223,0.000627707328999249,0.00192954426793132,0.00062770980389479
2019-W21,11606,h1n1pdm,0.000548288935241673,0.000367700620999667,0.000137633277048942,0.000455368663959399,0.00150506946842466,0.000455383316320008
2019-W22,11606,h1n1pdm,0.000391962066071299,0.000283988054877675,8.86498496406024e-05,0.000317407545313686,0.0011349798660272,0.000317436938721914
2019-W23,11606,h1n1pdm,0.000271952216249504,0.00021349663179174,5.48585569169734e-05,0.000213909820410478,0.000832633860630218,0.000213952008936474
2019-W24,11606,h1n1pdm,0.00018504552227401,0.000157909670181235,3.29238893595537e-05,0.000140760095857898,0.000600348673804979,0.000140810001400216
2019-W25,11606,h1n1pdm,0.000124358963376089,0.0001158048569143,1.92670133354381e-05,9.10094095176931e-05,0.00042845129218236,9.10632581454735e-05
2019-W26,11606,h1n1pdm,8.28318496623183e-05,8.45909410364402e-05,1.1004537808171e-05,5.79523657235024e-05,0.0003037216307862,5.80084247934473e-05
2019-W27,11606,h1n1pdm,5.50631383820463e-05,6.20480141722859e-05,6.15992799234318e-06,3.65483332788291e-05,0.000215322566329248,3.66049981471122e-05
2019-W28,11606,h1n1pdm,3.67243260388125e-05,4.60009446494776e-05,3.3866313647818e-06,2.29124167685202e-05,0.000153411200942789,2.29679710582371e-05
2019-W29,11606,h1n1pdm,2.46962045322438e-05,3.46840677069533e-05,1.83226167495931e-06,1.43243541799121e-05,0.000110307740159216,1.43768644147892e-05
2019-W30,11606,h1n1pdm,1.68062934064546e-05,2.67265673914412e-05,9.7629929308825e-07,8.94640150901705e-06,8.02478286089157e-05,8.99409760865299e-06
2019-W31,11606,h1n1pdm,1.16064299861808e-05,2.11341456352061e-05,5.1250161393057e-07,5.58694301824589e-06,5.91452397153431e-05,5.6285678221321e-06
2018-W47,11607,h1n1pdm,3.34520977991739e-05,4.0391418208768e-05,3.30388390091437e-06,2.13373332424223e-05,0.000136729599647223,2.137401653776e-05
2018-W48,11607,h1n1pdm,4.4751490290286e-05,4.86190015919502e-05,5.34167082180146e-06,3.03073604224074e-05,0.000170940513811613,3.03449859340087e-05
2018-W49,11607,h1n1pdm,6.05405835551557e-05,5.97854585998589e-05,8.51158410128963e-06,4.30764613625716e-05,0.000217025070183625,4.31146543473778e-05
2018-W50,11607,h1n1pdm,8.27089858042016e-05,7.49060384963504e-05,1.33985503152746e-05,6.13043404857452e-05,0.000279511896181033,6.1343511077625e-05
2018-W51,11607,h1n1pdm,0.000114103188745333,9.54684927364497e-05,2.09193201780506e-05,8.7512050272718e-05,0.000365065591105437,8.75529531916955e-05
2018-W52,11607,h1n1pdm,0.000158707619794311,0.000123381420309994,3.24646591295558e-05,0.000125298337760308,0.000482492584616077,0.000125341193389655
2019-W01,11607,h1n1pdm,0.00022153117962274,0.000160726870618982,4.99931110034117e-05,0.000179309032903203,0.000641932077037241,0.000179352423041181
2019-W02,11607,h1n1pdm,0.000308900195760021,0.000209878245005741,7.62027597565487e-05,0.00025550461896145,0.000855429974271865,0.000255543878479391
2019-W03,11607,h1n1pdm,0.000427628076858886,0.000272904872328486,0.000114401569095944,0.000360476018934457,0.00113454618534506,0.000360503383793886
2019-W04,11607,h1n1pdm,0.000582387630538461,0.000350170065753308,0.000167699083893711,0.000499114217169671,0.00148417069009873,0.000499122229048284
2019-W05,11607,h1n1pdm,0.000774026894059497,0.000440005265416966,0.000238117126743521,0.000672901618762454,0.00190023017206499,0.000672885709719425
2019-W06,11607,h1n1pdm,0.000993084385889297,0.000535958368958118,0.000323917296188082,0.000873933312379233,0.00235645770519218,0.000873896404095107
2019-W07,11607,h1n1pdm,0.00120521210671499,0.000620433660007517,0.000413666972931461,0.00107155965173729,0.00277409187171657,0.00107152202435153
2019-W08,11607,h1n1pdm,0.00137626354941649,0.000679648508715406,0.000493195459514693,0.00123399503037218,0.00308549195471583,0.00123397892758448
2019-W09,11607,h1n1pdm,0.00149922280728261,0.00071549556471924,0.000556000611239194,0.00135303509725101,0.00329030841932142,0.0013530468158632
2019-W10,11607,h1n1pdm,0.00158668821572119,0.000738318950984519,0.000603166718591258,0.00143857120358005,0.00342851243794408,0.00143860410109532
2019-W11,11607,h1n1pdm,0.00165909963915813,0.00076000699475712,0.000640252660940937,0.00150837153824517,0.00355094424149845,0.00150841300923562
2019-W12,11607,h1n1pdm,0.00172395130862431,0.000785259386740017,0.000668872367473093,0.00156886299262401,0.00367714394687677,0.00156890226754249
2019-W13,11607,h1n1pdm,0.00177161652051135,0.000810812654618818,0.000684279299211509,0.00161091981600355,0.00378970752643322,0.00161094984530246
2019-W14,11607,h1n1pdm,0.00177385989233507,0.000824346841283649,0.000675182009349183,0.00160864035241129,0.00382997288459642,0.00160865674690613
2019-W15,11607,h1n1pdm,0.00169918492860625,0.000809816147597186,0.000631024132533777,0.00153388846268206,0.00372603323687986,0.00153388987807189
2019-W16,11607,h1n1pdm,0.00154223966032,0.000760433359386732,0.000553544119452771,0.00138323365101129,0.00345421709968246,0.00138322124364721
2019-W17,11607,h1n1pdm,0.00131400608405327,0.000675261711728543,0.000451820405099571,0.00116871504552228,0.0030210609378147,0.00116869817941685
